epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.7375,0.90114,1.36982,1.1048,0.91793,0.92225,0.93049,0.7313,0.82589,0.82717,1.03029,0.00332926,0.00332926,0.00332926
2,140.999,0.87422,0.80358,1.06663,0.91124,0.90726,0.92024,0.71586,0.83698,0.68793,1.05691,0.00659663,0.00659663,0.00659663
